ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
13805807,JJ218323,04/14/2025 10:29:00 AM,001XX N CANAL ST,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,121,1,42,28,08A,1173108,1900956,2025,04/22/2025 03:41:56 PM,41.88365232,-87.63978794,"(41.883652324, -87.639787936)"
13806302,JJ218801,04/14/2025 10:20:00 AM,073XX S GREEN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,733,7,17,68,14,1171906,1856248,2025,04/22/2025 03:41:56 PM,41.7609959,-87.64551599,"(41.760995896, -87.645515992)"
13805277,JJ217533,04/14/2025 10:18:00 AM,057XX S CICERO AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,FALSE,FALSE,813,8,13,56,11,1145654,1866253,2025,04/22/2025 03:41:56 PM,41.78898704,-87.74147999,"(41.788987036, -87.74147999)"
13805936,JJ217795,04/14/2025 10:18:00 AM,061XX N LINCOLN AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,1711,17,50,13,6,1152804,1941021,2025,04/22/2025 03:41:56 PM,41.99401984,-87.71328195,"(41.994019837, -87.713281946)"
13805342,JJ217554,04/14/2025 10:18:00 AM,064XX S TROY ST,320,ROBBERY,STRONG ARM - NO WEAPON,STREET,FALSE,FALSE,823,8,15,66,3,1156496,1861693,2025,04/22/2025 03:41:56 PM,41.77626204,-87.70184844,"(41.776262043, -87.701848439)"
13808615,JJ221517,04/14/2025 10:15:00 AM,015XX W HARRISON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,SMALL RETAIL STORE,FALSE,FALSE,1231,12,28,28,08A,1166251,1897462,2025,04/22/2025 03:41:56 PM,41.87421382,-87.66506719,"(41.874213816, -87.665067193)"
13805367,JJ217702,04/14/2025 10:15:00 AM,010XX W BRYN MAWR AVE,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,2022,20,48,77,6,1168062,1937365,2025,04/22/2025 03:41:56 PM,41.98367081,-87.65726287,"(41.983670812, -87.657262868)"
13810504,JJ217692,04/14/2025 10:13:00 AM,061XX N WASHTENAW AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,2413,24,40,2,08A,1157221,1940637,2025,04/22/2025 03:41:56 PM,41.99287721,-87.6970448,"(41.992877214, -87.697044795)"
13806035,JJ218379,04/14/2025 10:12:00 AM,097XX S HAMILTON AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,2213,22,19,72,6,1163748,1839937,2025,04/22/2025 03:41:56 PM,41.71641114,-87.67587235,"(41.716411135, -87.675872347)"
13805307,JJ217551,04/14/2025 10:11:00 AM,045XX N BROADWAY,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,1913,19,46,3,6,1168276,1930258,2025,04/22/2025 03:41:56 PM,41.96416436,-87.65668227,"(41.96416436, -87.656682274)"
13805425,JJ217539,04/14/2025 10:10:00 AM,003XX W 95TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,FALSE,TRUE,634,6,9,49,04A,1175513,1841922,2025,04/22/2025 03:41:56 PM,41.72160363,-87.63272363,"(41.721603634, -87.632723631)"
13806325,JJ218664,04/14/2025 10:00:00 AM,016XX W 47TH ST,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,931,9,20,61,5,1166026,1873546,2025,04/22/2025 03:41:56 PM,41.80859077,-87.66657496,"(41.808590773, -87.666574956)"
13805583,JJ217851,04/14/2025 10:00:00 AM,041XX N AUSTIN AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,1624,16,38,15,08A,1135611,1926907,2025,04/22/2025 03:41:56 PM,41.95561393,-87.7768632,"(41.95561393, -87.776863199)"
13809489,JJ222703,04/14/2025 10:00:00 AM,0000X N ASHLAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1224,12,27,28,11,1165754,1900192,2025,04/22/2025 03:41:56 PM,41.88171576,-87.6668141,"(41.881715761, -87.666814104)"
13809693,JJ221696,04/14/2025 10:00:00 AM,038XX W ADAMS ST,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1122,11,28,26,5,1150782,1898736,2025,04/22/2025 03:41:56 PM,41.87802626,-87.72182924,"(41.878026259, -87.721829238)"
13806407,JJ217642,04/14/2025 10:00:00 AM,049XX W FERDINAND ST,501A,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,RESIDENCE - YARD (FRONT / BACK),FALSE,FALSE,1532,15,37,25,26,1143442,1902881,2025,04/22/2025 03:41:56 PM,41.88954099,-87.74867658,"(41.889540985, -87.748676583)"
13805412,JJ217668,04/14/2025 10:00:00 AM,082XX S COTTAGE GROVE AVE,560,ASSAULT,SIMPLE,RESTAURANT,TRUE,FALSE,631,6,8,44,08A,1182994,1850471,2025,04/22/2025 03:41:56 PM,41.74489273,-87.60505734,"(41.74489273, -87.60505734)"
13805271,JJ217552,04/14/2025 10:00:00 AM,012XX W JACKSON BLVD,810,THEFT,OVER $500,STREET,FALSE,FALSE,1231,12,27,28,6,1168084,1898772,2025,04/22/2025 03:41:56 PM,41.8777692,-87.65829946,"(41.877769199, -87.658299456)"
13805459,JJ217736,04/14/2025 10:00:00 AM,022XX W 107TH PL,810,THEFT,OVER $500,STREET,FALSE,FALSE,2212,22,19,75,6,1163488,1833186,2025,04/22/2025 03:41:56 PM,41.6978907,-87.67701306,"(41.697890699, -87.677013059)"
13805341,JJ217545,04/14/2025 09:57:00 AM,054XX W FULLERTON AVE,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,SCHOOL - PUBLIC BUILDING,FALSE,FALSE,2515,25,36,19,24,1139841,1915427,2025,04/22/2025 03:41:56 PM,41.92403523,-87.76159406,"(41.924035234, -87.761594059)"
13805382,JJ217536,04/14/2025 09:53:00 AM,001XX N PARKSIDE AVE,320,ROBBERY,STRONG ARM - NO WEAPON,APARTMENT,FALSE,FALSE,1512,15,29,25,3,1138578,1900413,2025,04/22/2025 03:41:56 PM,41.88285803,-87.76659936,"(41.88285803, -87.766599362)"
13805439,JJ217583,04/14/2025 09:52:00 AM,020XX S MICHIGAN AVE,498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,FALSE,TRUE,132,1,3,33,04B,1177528,1890620,2025,04/22/2025 03:41:56 PM,41.85519055,-87.6238712,"(41.855190551, -87.623871195)"
13805395,JJ217639,04/14/2025 09:40:00 AM,014XX N PARKSIDE AVE,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,SCHOOL - PUBLIC BUILDING,TRUE,FALSE,2531,25,29,25,18,1138406,1909030,2025,04/22/2025 03:41:56 PM,41.90650727,-87.76702211,"(41.906507267, -87.76702211)"
13805650,JJ218145,04/14/2025 09:40:00 AM,045XX S MOZART ST,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,922,9,12,58,6,1158129,1874429,2025,04/22/2025 03:41:56 PM,41.81117831,-87.69551552,"(41.811178309, -87.69551552)"
13805233,JJ217511,04/14/2025 09:39:00 AM,115XX S PERRY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,FALSE,FALSE,522,5,9,53,14,1177651,1828278,2025,04/22/2025 03:41:56 PM,41.68411456,-87.62530343,"(41.684114564, -87.625303429)"
13805240,JJ217486,04/14/2025 09:36:00 AM,039XX W WILCOX ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,TRUE,FALSE,1122,11,28,26,18,1150243,1899048,2025,04/22/2025 03:41:56 PM,41.87889294,-87.7238002,"(41.878892943, -87.723800197)"
13805387,JJ217560,04/14/2025 09:36:00 AM,023XX S DRAKE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1024,10,22,30,08B,1153069,1888283,2025,04/22/2025 03:41:56 PM,41.84929703,-87.71370888,"(41.849297027, -87.713708878)"
13805338,JJ217505,04/14/2025 09:35:00 AM,047XX W NORTH AVE,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,TRUE,FALSE,2533,25,37,25,6,1144311,1910210,2025,04/22/2025 03:41:56 PM,41.90963629,-87.74530073,"(41.909636288, -87.745300725)"
13805937,JJ217791,04/14/2025 09:35:00 AM,002XX S FRANKLIN ST,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,122,1,42,32,6,1174369,1899091,2025,04/22/2025 03:41:56 PM,41.87850659,-87.63521319,"(41.878506591, -87.635213191)"
13805922,JJ218137,04/14/2025 09:30:00 AM,005XX N STATE ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1834,18,42,8,6,1176280,1903770,2025,04/22/2025 03:41:56 PM,41.89130316,-87.62805528,"(41.891303157, -87.628055281)"
13805228,JJ217492,04/14/2025 09:30:00 AM,015XX E 67TH ST,860,THEFT,RETAIL THEFT,DRUG STORE,FALSE,FALSE,332,3,5,43,6,1187705,1860871,2025,04/22/2025 03:41:56 PM,41.77332057,-87.58746538,"(41.773320568, -87.587465382)"
13812136,JJ225827,04/14/2025 09:30:00 AM,016XX W NORTH AVE,810,THEFT,OVER $500,PARK PROPERTY,FALSE,FALSE,1433,14,32,24,6,,,2025,04/22/2025 03:41:56 PM,,,
13806196,JJ218490,04/14/2025 09:30:00 AM,105XX S WABASH AVE,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,FALSE,TRUE,512,5,9,49,04A,1178439,1835118,2025,04/22/2025 03:41:56 PM,41.7028667,-87.6222121,"(41.702866699, -87.622212103)"
13807726,JJ220494,04/14/2025 09:30:00 AM,010XX E 72ND ST,810,THEFT,OVER $500,SCHOOL - PUBLIC BUILDING,FALSE,FALSE,324,3,5,69,6,1184279,1857486,2025,04/22/2025 03:41:56 PM,41.76411266,-87.60012991,"(41.764112658, -87.600129909)"
13805434,JJ217607,04/14/2025 09:28:00 AM,021XX S CALUMET AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,132,1,3,33,14,1178840,1890202,2025,04/22/2025 03:41:56 PM,41.85401368,-87.61906838,"(41.854013684, -87.619068382)"
13805284,JJ217562,04/14/2025 09:15:00 AM,0000X W TERMINAL ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,AIRCRAFT,FALSE,FALSE,1652,16,41,76,17,1100726,1934289,2025,04/22/2025 03:41:56 PM,41.9764212,-87.90497627,"(41.9764212, -87.904976266)"
13805431,JJ217746,04/14/2025 09:15:00 AM,004XX N OAKLEY BLVD,810,THEFT,OVER $500,STREET,FALSE,FALSE,1221,12,27,24,6,1160991,1903123,2025,04/22/2025 03:41:56 PM,41.88985886,-87.68422229,"(41.889858855, -87.684222291)"
13805334,JJ217478,04/14/2025 09:01:00 AM,011XX S CLARK ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,123,1,34,32,6,1175696,1895352,2025,04/22/2025 03:41:56 PM,41.86821682,-87.6304532,"(41.86821682, -87.6304532)"
13805413,JJ217517,04/14/2025 09:01:00 AM,012XX N LARAMIE AVE,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,STREET,TRUE,FALSE,2532,25,37,25,24,1141468,1907921,2025,04/22/2025 03:41:56 PM,41.90340802,-87.75580145,"(41.903408021, -87.755801446)"
13805829,JJ218046,04/14/2025 09:00:00 AM,070XX W SCHOOL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,FALSE,FALSE,1632,16,38,17,14,1128756,1921131,2025,04/22/2025 03:41:56 PM,41.9398833,-87.80219573,"(41.9398833, -87.802195731)"
13807050,JJ219319,04/14/2025 09:00:00 AM,010XX W VAN BUREN ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1232,12,34,28,11,1169429,1898349,2025,04/22/2025 03:41:56 PM,41.87657932,-87.65337329,"(41.876579321, -87.653373289)"
13805785,JJ218256,04/14/2025 09:00:00 AM,032XX N CLARK ST,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1924,19,44,6,5,1169742,1921836,2025,04/22/2025 03:41:56 PM,41.94102219,-87.6515386,"(41.941022191, -87.651538599)"
13805362,JJ217464,04/14/2025 09:00:00 AM,017XX E 71ST ST,320,ROBBERY,STRONG ARM - NO WEAPON,STREET,FALSE,FALSE,332,3,5,43,3,1189184,1858282,2025,04/22/2025 03:41:56 PM,41.76618081,-87.58212669,"(41.766180812, -87.582126694)"
